fil,recwgt,status,ID,pbad,w_var01,w_var02,w_var03,w_var04,w_var05,w_var06,w_var07,w_var08,w_var09,w_var10,w_var11,w_var12,w_var13,w_var14,status_log
B,1,G,3754,0.2408,2.074,0.125,-0.094,-0.804,-0.804,1.884,0.713,1.015,-0.133,0.948,0.198,0.073,0.156,-0.027,G
B,1,B,3755,0.2408,-0.711,-0.228,0.186,-0.804,-0.804,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,B
B,1,G,3756,0.2408,0.985,-0.276,-0.151,0.513,0.513,1.884,-0.419,2.078,0.807,-0.328,0.198,-1.184,0.156,-0.027,G
B,1,G,3757,0.2408,-0.491,0.125,-0.094,-0.804,-0.804,1.002,0.713,1.545,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,3758,0.2408,-0.531,-0.228,-0.045,0.3,0.3,-0.935,0.882,-1.049,-0.081,0.948,0.198,0.073,-0.948,-0.027,G
B,1,B,3759,0.2408,-0.491,0.125,0.055,0.513,0.513,-0.935,0.235,-0.942,-0.081,-0.328,-2.196,0.073,-0.556,-0.027,B
B,1,G,3760,0.2408,0.094,1.003,-0.051,1.558,1.653,-0.935,1.007,-0.942,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,B,3761,0.2408,-0.413,-1.378,0.135,-0.804,-0.804,-0.935,0.079,-0.942,-0.081,-0.328,-2.196,0.073,-0.855,-0.027,B
B,1,G,3762,0.2408,-0.489,0.125,-0.094,-2.163,-1.648,1.884,-0.944,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3763,0.2408,3.341,0.125,0.065,0.3,0.3,1.884,1.986,1.015,0.807,0.948,0.198,0.073,0.92,-0.027,G
B,1,B,3764,0.2408,2.074,0.125,0.055,-0.109,-0.109,1.884,0.713,1.015,-0.081,-0.328,0.198,0.073,0.92,-0.027,B
B,1,G,3765,0.2408,5.722,0.125,-0.051,0.3,0.3,1.884,1.55,3.157,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,3766,0.2408,-0.732,0.125,-0.094,-0.042,-0.042,1.002,-0.15,1.545,0.807,0.948,0.198,0.073,0.92,-0.027,G
B,1,G,3767,0.2408,-0.413,-0.276,0.135,0.513,0.513,-0.935,-0.419,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3768,0.2408,-0.413,-0.276,0.186,0.3,0.3,1.884,0.713,1.545,0.807,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3769,0.2408,0.985,0.125,-0.051,-0.804,-0.804,-0.935,1.986,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,3770,0.2408,0.985,0.125,-0.075,0.513,0.513,1.884,1.986,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3771,0.2408,-0.491,-0.164,-0.043,-0.804,-0.804,1.884,-0.944,1.545,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,3772,0.2408,-0.732,0.125,-0.075,0.513,0.513,1.002,3.447,3.157,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3773,0.2408,-0.732,0.125,-0.146,-0.109,-0.109,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,-0.855,-0.027,G
B,1,G,3774,0.2408,0.094,1.003,-0.146,0.3,0.3,1.215,1.007,1.015,-0.081,0.948,0.198,0.073,1.455,-0.027,G
B,1,B,3775,0.2408,-0.743,-1.378,0.065,0.3,0.3,-0.935,-1.084,-0.942,-0.081,-0.328,-2.196,0.073,-0.948,-0.027,B
B,1,G,3776,0.2408,5.722,1.003,0.055,0.3,0.3,1.884,1.007,3.157,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3777,0.2408,-0.491,-0.686,0.21,0.3,0.3,1.002,0.713,1.015,-0.081,0.948,0.198,0.073,-0.948,-0.027,G
B,1,G,3778,0.2408,0.094,0.125,-0.146,0.3,0.3,1.884,-0.944,1.015,-0.081,-0.328,0.198,-1.184,-0.772,-0.027,G
B,1,G,3779,0.2408,0.094,0.125,-0.043,0.3,0.3,-0.935,-0.419,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,3780,0.2408,0.094,0.125,-0.146,0.513,0.513,1.002,0.235,1.545,-0.081,-0.328,0.198,0.073,-0.556,-0.027,B
B,1,G,3781,0.2408,-0.732,0.125,0.186,0.3,0.3,1.002,0.713,1.545,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3782,0.2408,2.074,0.125,-0.051,0.513,0.513,1.884,0.713,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3783,0.2408,0.094,-0.228,0.106,0.513,0.513,1.215,0.079,1.015,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,3784,0.2408,0.133,-0.228,-0.081,0.513,0.513,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,G,3785,0.2408,-0.743,0.125,-0.075,0.513,0.513,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,-0.338,-0.027,G
B,1,G,3786,0.2408,5.722,0.125,0.186,0.3,0.3,1.884,0.235,1.015,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,B,3787,0.2408,0.133,-1.378,-0.043,-0.042,-0.042,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,-1.184,-0.772,-0.027,B
B,1,G,3788,0.2408,0.985,0.125,0.21,0.3,0.3,-0.897,-0.419,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,3789,0.2408,-0.732,0.125,-0.094,0.513,0.513,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,B
B,1,B,3790,0.2408,0.133,0.125,-0.094,-0.804,-0.804,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,B
B,1,G,3791,0.2408,-0.743,0.125,-0.151,-0.804,-0.804,1.002,-0.15,1.015,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,3792,0.2408,2.074,0.125,0.186,0.513,0.513,1.884,-1.084,3.157,0.807,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,G,3793,0.2408,-0.732,-0.686,-0.043,-0.042,-0.042,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3794,0.2408,5.722,0.125,0.21,0.3,0.3,1.884,1.986,3.157,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,3795,0.2408,0.985,-0.686,-0.146,0.3,0.3,1.884,0.079,1.015,-0.081,-0.328,-2.196,0.073,0.156,-0.027,G
B,1,B,3796,0.2408,-0.732,0.125,-0.081,1.558,1.653,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,B
B,1,G,3797,0.2408,0.094,0.125,-0.094,0.513,0.513,1.884,0.797,1.015,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,3798,0.2408,0.094,0.125,-0.045,-0.804,-0.804,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,G,3799,0.2408,0.352,0.125,0.065,1.487,1.653,1.884,-0.15,2.078,-0.081,-0.328,0.198,0.073,1.455,1.718,G
B,1,G,3800,0.2408,0.985,0.125,-0.081,1.766,1.637,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,3801,0.2408,-0.732,-0.276,-0.081,1.487,1.653,-0.935,-0.419,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,G,3802,0.2408,0.352,0.125,0.055,0.513,0.513,1.884,1.986,3.157,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,3803,0.2408,3.341,0.125,-0.051,0.3,0.3,1.884,0.713,3.157,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,3804,0.2408,2.074,0.125,0.106,0.513,0.513,1.884,1.986,3.157,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,G,3805,0.2408,5.722,0.125,0.135,1.766,1.637,1.884,1.986,2.078,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,3806,0.2408,5.722,1.003,0.065,0.3,0.3,1.884,1.007,3.157,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,B,3807,0.2408,0.133,-0.686,-0.043,-2.163,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,3808,0.2408,2.074,0.125,-0.075,-0.804,-0.804,1.884,-1.084,3.157,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3809,0.2408,-0.732,-0.276,0.065,-0.804,-0.804,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,B,3810,0.2408,2.074,0.125,-0.051,0.3,0.3,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,-0.338,-0.027,B
B,1,G,3811,0.2408,-0.711,-0.276,0.186,-0.804,-0.804,1.884,-0.944,1.015,0.807,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3812,0.2408,-0.413,0.125,-0.051,0.3,0.3,1.002,-0.325,1.545,-0.081,0.948,0.198,0.073,-0.948,-0.027,G
B,1,B,3813,0.2408,0.985,-0.164,0.21,0.513,0.513,-0.935,-0.419,-0.942,-0.133,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,3814,0.2408,-0.711,0.125,-0.051,0.513,0.513,1.002,-0.944,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3815,0.2408,2.074,0.125,-0.051,-0.804,-0.804,1.884,-0.944,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3816,0.2408,5.722,0.125,-0.051,0.3,0.3,1.884,1.986,3.157,-0.081,0.948,0.519,0.073,1.455,-0.027,G
B,1,G,3817,0.2408,0.352,-0.276,-0.027,-1.375,-1.648,-0.935,-0.944,2.078,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,B,3818,0.2408,-0.732,-1.378,-0.045,-1.375,-1.648,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,B
B,1,G,3819,0.2408,-0.491,0.125,-0.027,0.3,0.3,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,-0.855,-0.027,G
B,1,G,3820,0.2408,2.074,0.125,-0.051,0.3,0.3,1.884,0.713,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3821,0.2408,2.074,-0.228,0.055,-0.804,-0.804,1.884,0.882,1.545,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,3822,0.2408,0.133,0.125,0.065,-0.109,-0.109,-0.935,1.986,-1.049,0.873,0.948,0.198,0.073,1.532,1.755,G
B,1,G,3823,0.2408,-0.732,1.003,0.055,0.513,0.513,1.002,1.007,1.015,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,G,3824,0.2408,-0.108,0.125,-0.045,-0.042,-0.042,1.521,0.079,1.015,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,G,3825,0.2408,5.722,0.125,0.055,0.3,0.3,1.884,0.882,3.157,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,G,3826,0.2408,3.341,0.125,-0.027,0.513,0.513,1.884,0.235,3.157,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3827,0.2408,3.341,0.125,-0.075,1.487,1.653,-0.935,0.882,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,G,3828,0.2408,2.074,0.125,0.055,0.3,0.3,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,3829,0.2408,-0.413,-0.686,0.065,0.3,0.3,1.884,0.079,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,3830,0.2408,-0.491,0.125,0.21,-1.375,-1.648,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,B
B,1,G,3831,0.2408,-0.489,0.125,0.21,0.513,0.513,-0.935,1.986,-0.942,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,B,3832,0.2408,-0.743,0.125,-0.051,-0.804,-0.804,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,-1.184,0.156,-0.027,B
B,1,G,3833,0.2408,2.074,0.125,-0.081,1.766,1.637,-0.935,0.235,-0.942,-0.133,-0.328,0.198,0.073,0.156,1.282,G
B,1,G,3834,0.2408,-0.531,0.125,-0.075,0.3,0.3,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3835,0.2408,0.133,1.003,-0.094,-0.804,-0.804,1.884,1.007,1.015,-0.081,0.948,0.198,0.073,1.532,-0.054,G
B,1,G,3836,0.2408,-0.491,0.125,-0.081,0.513,0.513,1.884,1.986,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,B,3837,0.2408,-0.732,-1.378,-0.146,-2.163,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,-2.196,0.073,0.92,-0.027,B
B,1,G,3838,0.2408,-0.743,0.125,0.21,0.513,0.513,1.002,-1.084,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3839,0.2408,-0.711,-0.228,0.186,0.3,0.3,-0.935,-1.084,-0.942,0.873,-0.328,-2.196,0.073,0.156,-0.027,G
B,1,G,3840,0.2408,0.094,-0.276,-0.151,0.513,0.513,1.884,0.079,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3841,0.2408,0.352,0.125,0.21,-0.109,-0.109,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3842,0.2408,-0.743,0.125,-0.043,0.513,0.513,1.521,0.797,1.545,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3843,0.2408,-0.732,-0.686,-0.075,0.3,0.3,1.002,0.713,1.545,0.807,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3844,0.2408,5.722,1.003,0.055,0.3,0.3,1.884,1.007,3.157,0.873,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,G,3845,0.2408,-0.413,-1.378,-0.081,-0.804,-0.804,1.884,-1.084,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,3846,0.2408,-0.531,-0.164,-0.051,-0.804,-0.804,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,3847,0.2408,0.352,0.125,0.21,0.3,0.3,1.002,0.713,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,B,3848,0.2408,-0.711,0.125,-0.146,0.513,0.513,-0.935,-0.15,-1.049,-0.081,0.948,0.198,0.073,0.156,-0.027,B
B,1,B,3849,0.2408,0.985,0.125,0.135,0.3,0.3,1.521,-0.325,1.545,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,3850,0.2408,-0.413,0.125,0.135,0.3,0.3,1.884,-1.084,1.015,-0.081,0.948,0.198,0.073,-0.556,-0.027,G
B,1,B,3851,0.2408,-0.711,0.125,0.055,-0.109,-0.109,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,-1.184,-0.948,-0.027,B
B,1,G,3852,0.2408,3.341,1.003,-0.045,0.3,0.3,1.884,1.007,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3853,0.2408,5.722,0.125,-0.045,0.3,0.3,1.884,1.986,3.157,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,G,3854,0.2408,5.722,0.125,-0.075,1.333,1.637,1.884,1.986,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3855,0.2408,-0.489,0.125,-0.146,0.513,0.513,-0.935,1.55,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3856,0.2408,0.352,0.125,-0.043,0.513,0.513,1.884,-0.15,1.015,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3857,0.2408,3.341,0.125,-0.081,0.3,0.3,1.884,0.713,1.015,-0.133,-0.328,0.198,0.073,0.156,-0.054,G
B,1,G,3858,0.2408,-0.732,0.125,-0.027,0.3,0.3,1.002,-0.15,1.015,-0.081,0.948,0.198,0.073,-0.772,-0.027,G
B,1,G,3859,0.2408,0.133,0.125,0.065,-0.804,-0.804,1.884,-0.944,1.545,0.807,0.948,0.198,0.073,0.156,-0.054,G
B,1,G,3860,0.2408,-0.743,0.125,-0.045,0.513,0.513,1.002,-1.084,1.545,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,B,3861,0.2408,-0.531,0.125,0.135,-0.804,-0.804,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,-1.184,0.156,-0.027,B
B,1,G,3862,0.2408,-0.732,-0.276,-0.027,0.513,0.513,1.002,0.235,1.545,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,3863,0.2408,-0.491,0.125,-0.081,-0.109,-0.109,-0.935,-0.325,-0.942,-0.081,-0.328,0.198,-1.184,-0.556,-0.027,B
B,1,G,3864,0.2408,0.094,1.003,-0.146,-0.109,-0.109,-0.935,1.007,-0.942,-0.081,-0.328,-2.196,0.073,0.156,-0.027,G
B,1,B,3865,0.2408,-0.743,-0.164,0.106,0.513,0.513,-0.935,0.079,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,B
B,1,B,3866,0.2408,-0.711,0.125,-0.151,0.513,0.513,-0.935,-0.15,-1.049,-0.081,0.948,0.198,0.073,0.156,-0.027,B
B,1,B,3867,0.2408,-0.732,0.125,0.055,0.3,0.3,-0.935,0.235,-0.942,-0.081,-0.328,-2.196,0.073,-0.772,-0.027,B
B,1,B,3868,0.2408,0.094,0.125,0.21,0.513,0.513,-0.935,1.55,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,B
B,1,G,3869,0.2408,2.074,-0.228,0.106,-0.042,-0.042,1.884,0.079,1.015,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,G,3870,0.2408,-0.743,0.125,-0.043,-1.375,-1.648,1.884,-0.15,1.015,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,G,3871,0.2408,2.074,0.125,0.065,1.487,1.653,-0.935,1.55,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3872,0.2408,0.352,-0.276,0.065,0.513,0.513,-0.935,-0.419,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3873,0.2408,-0.413,0.125,-0.094,0.513,0.513,-0.935,0.797,-0.942,-0.081,-0.328,-2.196,0.073,-0.556,-0.027,G
B,1,G,3874,0.2408,-0.108,0.125,-0.081,0.513,0.513,1.884,-0.15,1.015,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,G,3875,0.2408,3.341,0.125,-0.045,0.3,0.3,1.884,-1.084,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3876,0.2408,0.352,0.125,0.055,1.558,1.653,1.521,1.55,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3877,0.2408,-0.489,0.125,-0.151,1.558,1.653,-0.935,0.235,-0.942,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,G,3878,0.2408,-0.413,0.125,-0.027,0.513,0.513,1.002,-1.084,1.545,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3879,0.2408,-0.732,-1.378,-0.094,-0.109,-0.109,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,3880,0.2408,-0.531,0.125,-0.081,1.809,1.653,-0.935,0.797,-1.049,-0.133,0.948,0.198,0.073,0.156,1.282,B
B,1,B,3881,0.2408,-0.732,-0.686,-0.081,0.3,0.3,-0.935,-0.419,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,B
B,1,G,3882,0.2408,0.094,0.125,-0.081,0.513,0.513,1.215,-0.944,1.015,-0.081,0.948,0.198,0.073,1.532,-0.027,G
B,1,B,3883,0.2408,-0.732,0.125,0.186,0.3,0.3,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,3884,0.2408,0.094,-0.228,-0.094,1.487,1.653,-0.935,0.797,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,3885,0.2408,-0.732,-0.276,-0.043,-1.375,-1.648,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,-0.772,-0.027,B
B,1,G,3886,0.2408,0.985,0.125,-0.151,0.513,0.513,1.002,-0.15,3.157,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,B,3887,0.2408,-0.108,0.125,0.065,-0.042,-0.042,-0.935,-0.325,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,B,3888,0.2408,0.133,1.003,0.055,-0.804,-0.804,-0.935,1.007,-1.049,-0.081,0.948,0.198,0.073,1.532,-0.027,B
B,1,G,3889,0.2408,-0.711,-0.228,0.055,0.513,0.513,1.521,0.079,1.545,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,3890,0.2408,-0.732,0.125,0.106,-0.109,-0.109,-0.935,0.079,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,3891,0.2408,0.985,-0.686,0.065,0.3,0.3,1.002,0.713,3.157,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,3892,0.2408,-0.531,0.125,-0.094,0.513,0.513,1.884,0.797,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,3893,0.2408,-0.491,0.125,-0.075,0.513,0.513,-0.935,-0.15,-0.942,-0.081,-0.328,-2.196,0.073,-0.948,-0.027,B
B,1,G,3894,0.2408,-0.743,-0.686,-0.027,0.513,0.513,1.002,-0.944,1.015,-0.081,-0.328,0.198,-1.184,0.156,-0.027,G
B,1,B,3895,0.2408,-0.732,-0.686,0.055,0.513,0.513,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,B,3896,0.2408,0.094,1.003,-0.027,0.3,0.3,-0.935,1.007,-1.049,-0.081,0.948,0.198,0.073,-0.556,-0.027,B
B,1,G,3897,0.2408,-0.489,-0.164,-0.151,0.3,0.3,1.002,-0.944,1.545,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3898,0.2408,5.722,1.003,-0.027,0.3,0.3,1.884,1.007,3.157,0.807,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,3899,0.2408,0.352,-0.276,-0.146,0.513,0.513,1.884,1.986,3.157,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,3900,0.2408,5.722,0.125,0.106,0.513,0.513,1.884,0.079,2.078,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,3901,0.2408,-0.732,0.125,-0.146,-0.804,-0.804,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,-1.184,-0.855,-0.027,B
B,1,G,3902,0.2408,5.722,1.003,0.065,0.3,0.3,1.884,1.007,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3903,0.2408,3.341,1.003,-0.081,0.3,0.3,1.884,1.007,3.157,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3904,0.2408,2.074,0.125,0.065,0.513,0.513,1.884,1.986,1.015,-0.081,-0.328,0.198,0.073,0.156,1.18,G
B,1,G,3905,0.2408,0.094,0.125,-0.075,1.766,1.637,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,1.532,-0.027,G
B,1,G,3906,0.2408,-0.489,0.125,-0.051,1.558,1.653,-0.935,1.55,-0.942,-0.081,-0.328,0.198,-1.184,0.156,-0.027,G
B,1,G,3907,0.2408,-0.732,-0.276,0.065,-0.804,-0.804,-0.935,-0.944,-0.942,0.807,-0.328,0.198,0.073,0.92,-0.027,G
B,1,G,3908,0.2408,0.985,0.125,0.186,0.513,0.513,1.884,0.713,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3909,0.2408,0.985,0.125,-0.051,-0.804,-0.804,-0.935,1.986,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,3910,0.2408,0.133,-1.378,-0.081,0.513,0.513,-0.935,-1.084,-0.942,-0.133,-0.328,0.198,0.073,-0.772,-0.719,B
B,1,G,3911,0.2408,-0.743,0.125,-0.075,0.513,0.513,1.002,-0.15,1.545,-0.081,0.948,0.198,0.073,0.92,-0.027,G
B,1,B,3912,0.2408,-0.489,0.125,-0.094,0.513,0.513,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,3913,0.2408,-0.743,0.125,0.21,-0.804,-0.804,-0.935,-0.944,-0.942,-0.081,-0.328,-2.196,0.073,-0.556,-0.027,G
B,1,G,3914,0.2408,-0.743,0.125,-0.043,0.3,0.3,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3915,0.2408,0.133,0.125,0.065,1.558,1.653,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,B,3916,0.2408,-0.732,0.125,-0.075,0.513,0.513,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,G,3917,0.2408,0.985,1.003,-0.081,-0.804,-0.804,1.884,1.007,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3918,0.2408,5.722,0.125,0.186,0.3,0.3,1.884,1.986,3.157,-0.081,-0.328,0.198,0.073,1.455,-0.027,G
B,1,G,3919,0.2408,-0.743,0.125,0.21,0.513,0.513,-0.935,-0.944,-0.942,-0.081,-0.328,0.198,0.073,-0.948,-0.027,G
B,1,G,3920,0.2408,2.074,0.125,0.055,-0.804,-0.804,1.884,0.235,3.157,-0.081,-0.328,0.198,0.073,-0.772,-0.027,G
B,1,G,3921,0.2408,0.094,0.125,0.21,0.3,0.3,-0.935,-0.419,-0.942,0.807,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3922,0.2408,0.352,0.125,-0.027,1.766,1.637,1.002,0.079,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,G
B,1,G,3923,0.2408,3.341,0.125,0.21,0.513,0.513,1.884,0.713,3.157,-0.081,0.948,0.198,0.073,0.156,-0.027,G
B,1,G,3924,0.2408,-0.489,0.125,-0.043,0.513,0.513,-0.935,1.986,-0.942,0.807,-0.328,0.198,0.073,-0.556,-0.463,G
B,1,G,3925,0.2408,-0.743,0.125,-0.043,-0.042,-0.042,-0.935,0.713,-0.942,-0.081,-0.328,0.198,0.073,-0.772,1.987,G
B,1,G,3926,0.2408,-0.711,-1.378,-0.151,0.3,0.3,-0.935,-0.15,-0.942,-0.081,-0.328,0.198,0.073,0.92,-0.027,G
B,1,B,3927,0.2408,-0.732,0.125,-0.045,0.3,0.3,1.002,-0.944,1.015,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
B,1,B,3928,0.2408,-0.732,0.125,-0.051,-1.375,-1.648,-0.935,-1.084,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,B
B,1,G,3929,0.2408,-0.413,0.125,0.186,0.513,0.513,-0.935,1.55,-0.942,-0.081,-0.328,0.198,0.073,-0.556,-0.027,G
B,1,B,3930,0.2408,-0.711,0.125,-0.045,0.513,0.513,-0.935,0.079,-0.942,-0.081,-0.328,0.198,0.073,0.156,-0.027,B
